name,date,rate,votes,genre,duration,type,certificate,nudity,violence
"Argylle",2022,0,0,"Action",0,film,unknown,no rate,no rate
"Armageddon",1998,6.7,408801,"Action, Adventure, Sci-Fi",151,film,PG-13,mild,moderate
"Army Wives",2011,7.4,7376,"Drama, Romance, War",60,series,TV-PG,no rate,mild
"Army of Darkness",1992,7.5,168896,"Comedy, Horror",81,film,R,mild,moderate
"Army of One",2020,4.7,4288,"Action",87,film,unknown,no rate,no rate
"Army of Thieves",2021,0,0,"Action, Comedy, Crime",127,film,unknown,no rate,no rate
"Army of the Dead",2021,5.8,141683,"Action, Crime, Horror",148,film,R,mild,severe
"Arrested Development",2021,8.7,288210,"Comedy",22,series,TV-14,moderate,none
"Arrival",2016,7.9,637442,"Drama, Sci-Fi",116,film,PG-13,none,mild
"Arrow",1962,7.5,418232,"Action, Adventure, Crime",42,series,TV-14,mild,moderate
"Artemis Fowl",2020,4.2,25963,"Adventure, Family, Fantasy",95,film,PG,none,mild
"As Above, So Below",2014,6.2,85867,"Horror, Mystery, Thriller",93,film,R,mild,moderate
"As Good as It Gets",1997,7.7,287861,"Comedy, Drama, Romance",139,film,PG-13,mild,mild
"Ash vs Evil Dead",2006,8.4,68360,"Action, Comedy, Horror",30,series,TV-MA,moderate,severe
"Ask 101",1994,7.5,12077,"Comedy, Drama, Romance",40,series,TV-14,mild,mild
"Aspirants",2004,9.7,286206,"Drama",45,series,unknown,no rate,no rate
"Assassin's Creed",2016,5.7,192548,"Action, Adventure, Sci-Fi",115,film,PG-13,none,moderate
"Assault on Precinct 13",1976,7.4,47462,"Action, Crime, Thriller",91,film,R,none,severe
"Asteroid City",2022,0,0,"Comedy, Romance",0,film,unknown,no rate,no rate
"Aterrados",2017,6.5,13708,"Horror",87,film,unknown,none,moderate
"Atlanta",2021,8.6,58326,"Comedy, Drama, Music",30,series,TV-MA,mild,moderate
"Atlantis: The Lost Empire",2001,6.9,111533,"Animation, Action, Adventure",95,film,PG,none,moderate
"Atomic Blonde",2017,6.7,185030,"Action, Thriller",115,film,R,moderate,severe
"Atonement",2007,7.8,263578,"Drama, Mystery, Romance",123,film,R,moderate,moderate
"Attack of the Hollywood Cliches!",2021,6.1,2137,"Documentary, Comedy",58,film,TV-MA,moderate,mild
"Attack the Block",2011,6.7,104078,"Action, Adventure, Comedy",88,film,R,mild,severe
"Atypical",2008,8.3,77210,"Comedy, Drama",30,series,TV-MA,mild,none
"Auf Wiedersehen, Pet",2017,8.4,3229,"Comedy, Drama",60,series,unknown,no rate,no rate
"August: Osage County",2013,7.2,87614,"Comedy, Drama",121,film,R,mild,mild
"Aurora Teagarden Mysteries",1978,7.7,662,"Crime, Mystery",90,series,TV-PG,no rate,no rate
"Austin Powers in Goldmember",2002,6.2,202335,"Action, Adventure, Comedy",94,film,PG-13,moderate,moderate
"Austin Powers: International Man of Mystery",1997,7,230466,"Adventure, Comedy",94,film,PG-13,moderate,mild
"Austin Powers: The Spy Who Shagged Me",1999,6.6,224420,"Action, Adventure, Comedy",95,film,PG-13,moderate,mild
"Ava",2020,5.4,49118,"Action, Crime, Drama",96,film,R,mild,moderate
"Avatar",2009,7.8,1158903,"Action, Adventure, Fantasy",162,film,PG-13,mild,moderate
"Avatar 2",2022,0,0,"Action, Adventure, Sci-Fi",0,film,unknown,no rate,no rate
"Avatar: The Last Airbender",1974,9.3,273781,"Animation, Action, Adventure",23,series,unknown,none,mild
"Avengers: Age of Ultron",2015,7.3,794220,"Action, Adventure, Sci-Fi",141,film,PG-13,mild,moderate
"Avengers: Endgame",2019,8.4,947812,"Action, Adventure, Drama",181,film,PG-13,none,moderate
"Avengers: Infinity War",2018,8.4,930455,"Action, Adventure, Sci-Fi",149,film,PG-13,none,moderate
"Avenue 5",2021,6.6,14239,"Comedy, Sci-Fi",0,series,TV-MA,mild,mild
"Awake",2021,4.8,18244,"Action, Adventure, Drama",96,film,TV-MA,moderate,moderate
"Awakenings",1990,7.8,133265,"Biography, Drama",121,film,PG-13,none,none
"Awkwafina Is Nora from Queens",1990,7.3,3545,"Comedy",30,series,TV-MA,moderate,mild
"B Positive",2000,6,1906,"Comedy, Drama",22,series,TV-14,mild,none
"BAC Nord",2020,6.9,5294,"Action, Crime, Thriller",105,film,TV-MA,mild,moderate
"BROS",2022,0,0,"Comedy, Romance",0,film,unknown,no rate,no rate
"Babardeala cu bucluc sau porno balamuc",2021,6.8,2513,"Comedy, Drama",106,film,unknown,no rate,no rate
"Babel",2006,7.4,295983,"Drama",143,film,R,severe,moderate
"Baby Driver",2017,7.6,480085,"Action, Crime, Drama",113,film,R,none,moderate
"Babylon",2022,0,0,"Drama",0,film,unknown,no rate,no rate
"Babylon 5",2003,8.3,29541,"Action, Adventure, Drama",45,series,TV-PG,mild,moderate
"Babylon Berlin",2022,8.4,21539,"Crime, Drama, Thriller",45,series,TV-MA,severe,moderate
"Bachelor Party",1984,6.3,38481,"Comedy",105,film,R,moderate,none
"Bachelor in Paradise",1982,5.3,1640,"Reality-TV, Romance",42,series,TV-14,no rate,no rate
"Back to Life",2001,7.5,4249,"Comedy, Drama",30,series,TV-MA,moderate,moderate
"Back to School",1986,6.7,30413,"Comedy, Romance, Sport",96,film,PG-13,moderate,mild
"Back to the Future",1985,8.5,1116887,"Adventure, Comedy, Sci-Fi",116,film,PG,mild,mild
"Back to the Future Part II",1989,7.8,502846,"Adventure, Comedy, Sci-Fi",108,film,PG,mild,mild
"Back to the Future Part III",1990,7.4,422978,"Adventure, Comedy, Sci-Fi",118,film,PG,none,mild
"Back to the Rafters",1989,7.1,258,"Comedy, Drama, Family",45,series,TV-14,no rate,no rate
"Bad Blood",2021,7.5,8821,"Crime, Drama",47,series,TV-MA,mild,severe
"Bad Boys",1995,6.9,251286,"Action, Comedy, Crime",119,film,R,mild,moderate
"Bad Boys II",2003,6.6,240418,"Action, Comedy, Crime",147,film,R,moderate,severe
"Bad Boys for Life",2020,6.6,144833,"Action, Comedy, Crime",124,film,R,none,severe
"Bad Girls",2020,7.9,2125,"Crime, Drama",90,series,unknown,no rate,no rate
"Bad Hair",2020,5.5,3147,"Comedy, Horror, Music",102,film,unknown,moderate,severe
"Bad Moms",2016,6.2,119361,"Comedy",100,film,R,moderate,none
"Bad Sport",1979,7.3,505,"Documentary, Crime, Mystery",55,series,TV-MA,no rate,no rate
"Bad Teacher",2011,5.6,198424,"Comedy, Romance",92,film,R,moderate,mild
"Bad Times at the El Royale",2018,7.1,138730,"Crime, Drama, Mystery",141,film,R,mild,severe
"Bad Trip",2021,6.6,21273,"Comedy",86,film,unknown,severe,moderate
"Badehotellet",2011,7.7,2163,"Comedy, Drama",50,series,TV-MA,mild,mild
"Baegabondeu",2019,8.2,6001,"Action, Mystery, Thriller",60,series,unknown,no rate,no rate
"Baki",2021,6.7,4754,"Animation, Action, Drama",45,series,TV-MA,moderate,severe
"Baking Impossible",2012,6.9,251,"Game-Show, Reality-TV",0,series,TV-PG,no rate,no rate
"Ballers",2001,7.6,40378,"Comedy, Drama, Sport",30,series,TV-MA,severe,mild
"Bando",2020,5.5,28247,"Action, Horror, Thriller",116,film,unknown,none,severe
"Bangkok Breaking",1997,6,189,"Action, Crime, Drama",60,series,TV-MA,no rate,no rate
"Banshee",2008,8.4,93482,"Action, Crime, Drama",60,series,TV-MA,severe,severe
"Baptiste",2021,7.3,6625,"Crime, Drama, Thriller",60,series,unknown,moderate,severe
"Barb and Star Go to Vista Del Mar",2021,6.4,13047,"Comedy",107,film,PG-13,mild,mild
"Barbarella",1968,5.9,33883,"Adventure, Comedy, Fantasy",98,film,unknown,moderate,mild
"Barbarians",2014,7.2,20945,"Action, Adventure, Drama",280,series,TV-MA,mild,severe
"Barbaroslar: Akdeniz'in Kilici",1990,8.8,1311,"Action, Adventure, History",0,series,unknown,no rate,no rate
"Barney Miller",2011,8.2,5336,"Comedy, Drama",30,series,TV-PG,none,none
"Barry",2021,8.3,54418,"Action, Comedy, Crime",30,series,TV-MA,mild,severe
"Barry Lyndon",1975,8.1,158934,"Adventure, Drama, History",185,film,PG,moderate,moderate
"Basic Instinct",1992,7,189556,"Drama, Mystery, Thriller",127,film,R,severe,severe
"Basic Instinct 2",2006,4.4,38711,"Drama, Mystery, Thriller",114,film,R,severe,moderate
"Bates Motel",2013,8.1,102066,"Drama, Horror, Mystery",45,series,TV-MA,moderate,severe
"Batman",1989,7.5,352836,"Action, Adventure",126,film,PG-13,mild,moderate
"Batman & Robin",1997,3.8,241590,"Action, Sci-Fi",125,film,PG-13,mild,mild
"Batman Begins",2005,8.2,1364161,"Action, Adventure",140,film,PG-13,none,moderate
"Batman Forever",1995,5.4,241869,"Action, Adventure",121,film,PG-13,mild,moderate
"Batman Returns",1992,7,286026,"Action, Crime, Fantasy",126,film,PG-13,mild,moderate
"Batman v Superman: Dawn of Justice",2016,6.4,665851,"Action, Adventure, Sci-Fi",152,film,PG-13,mild,moderate
"Batman: The Animated Series",2014,9,93916,"Animation, Action, Adventure",23,series,TV-PG,mild,moderate
"Batoru rowaiaru",2000,7.6,176302,"Action, Adventure, Drama",114,film,unknown,mild,severe
"Battle of Britain",1969,7,21788,"Action, Drama, History",132,film,G,mild,mild
"Battleship",2012,5.8,241840,"Action, Adventure, Sci-Fi",131,film,PG-13,mild,moderate
"Battlestar Galactica",2003,8.7,158365,"Action, Adventure, Drama",44,series,TV-14,moderate,moderate
"Batwoman",2007,3.4,38496,"Action, Adventure, Crime",45,series,TV-14,mild,moderate
"Baywatch",2004,5.3,26458,"Action, Adventure, Crime",60,film,PG-13,mild,moderate
"Beasts of No Nation",2015,7.7,77859,"Drama, War",137,film,TV-MA,moderate,severe
"Beautiful Boy",2018,7.3,62834,"Biography, Drama",120,film,R,mild,mild
"Beautiful Creatures",2013,6.2,85965,"Drama, Fantasy, Romance",124,film,PG-13,mild,mild
"Beauty and the Beast",2017,7.1,289282,"Adventure, Family, Fantasy",129,film,PG,none,mild
"Beck",2018,7.4,4649,"Crime, Mystery, Thriller",90,series,unknown,no rate,no rate
"Becker",2016,7.2,12466,"Comedy",30,series,TV-PG,mild,none
"Beckett",2021,5.6,21794,"Action, Crime, Drama",110,film,TV-MA,mild,moderate
"Becky",2020,5.9,14816,"Action, Crime, Drama",93,film,R,none,severe
"Bedazzled",2000,6,100599,"Comedy, Fantasy",93,film,PG-13,mild,mild
"Bedrag",2002,7.6,3692,"Crime, Drama, Thriller",60,series,TV-MA,severe,severe
"Bee Movie",2007,6.1,151417,"Animation, Adventure, Comedy",91,film,PG,mild,mild
"Beethoven",1992,5.7,69374,"Comedy, Drama, Family",87,film,PG,none,mild
"Beetle Juice",1988,7.5,277189,"Comedy, Fantasy",92,film,PG,mild,moderate
"Beetlejuice 2",1982,0,0,"Comedy, Fantasy, Horror",0,film,unknown,no rate,no rate
"Before I Wake",2016,6.2,43533,"Drama, Fantasy, Horror",97,film,PG-13,none,mild
"Before Midnight",2013,7.9,149185,"Drama, Romance",109,film,R,moderate,none
"Before Sunrise",1995,8.1,287920,"Drama, Romance",101,film,R,mild,none
"Before Sunset",2004,8.1,248777,"Drama, Romance",80,film,R,mild,none
"Before the Devil Knows You're Dead",2007,7.3,100668,"Crime, Drama, Thriller",117,film,R,severe,moderate
"Beforeigners",1954,7.8,7612,"Crime, Drama, Sci-Fi",45,series,TV-14,moderate,moderate
"Begin Again",2013,7.4,149572,"Comedy, Drama, Music",104,film,R,none,none
"Being John Malkovich",1999,7.7,323825,"Comedy, Drama, Fantasy",113,film,R,moderate,mild
"Being There",1979,8,70007,"Comedy, Drama",130,film,PG,moderate,none
"Belfast",2021,7.7,319,"Drama",98,film,PG-13,no rate,no rate
"Believe Me: The Abduction of Lisa McVey",2018,7.2,9254,"Biography, Crime, Drama",87,film,TV-14,moderate,moderate
"Bellbottom",2021,6.2,18108,"Action, Thriller",123,film,unknown,no rate,no rate
"Belle",2013,7.3,29490,"Biography, Drama, Romance",100,film,PG,none,mild
"Belle de jour",1967,7.7,42495,"Drama, Romance",100,film,R,moderate,mild
"Below Deck",2013,7.4,2512,"Reality-TV",43,series,TV-14,no rate,no rate
"Below Deck Mediterranean",2013,7.3,1769,"Reality-TV",43,series,TV-14,moderate,none
"Below Her Mouth",2016,5.5,11467,"Drama, Romance",94,film,unknown,severe,none
"Ben 10",1997,7.3,16138,"Animation, Action, Adventure",22,series,unknown,none,mild
"Ben-Hur",1959,8.1,229116,"Adventure, Drama, History",212,film,G,none,moderate
"Bend It Like Beckham",2002,6.6,107361,"Comedy, Drama, Romance",112,film,PG-13,mild,mild
"Benedetta",2021,6.7,1757,"Biography, Drama, History",131,film,unknown,no rate,no rate
"Benidorm",2015,7.4,4639,"Comedy",30,series,unknown,moderate,none
"Beoning",2018,7.5,57148,"Drama, Mystery",148,film,unknown,moderate,moderate
"Beowulf",2007,6.2,165102,"Animation, Action, Adventure",115,film,PG-13,moderate,severe
"Bergerac",2016,6.7,1503,"Crime, Drama, Mystery",90,series,unknown,no rate,no rate
"Bergman Island",2021,6.7,667,"Drama",112,film,R,mild,mild
"Best Sellers",2021,6.1,1628,"Comedy, Drama",102,film,unknown,no rate,no rate
"Best in Show",2000,7.5,59330,"Comedy",90,film,PG-13,moderate,mild
"Better Call Saul",2021,8.8,359684,"Crime, Drama",46,series,TV-MA,mild,moderate
"Better Off Dead...",1985,7.1,43038,"Comedy, Romance",97,film,PG,mild,mild
"Better Things",2007,7.8,13258,"Comedy, Drama",22,series,TV-MA,moderate,mild
"Between Earth and Sky",2018,5.8,14870,"Crime, Drama, Mystery",97,film,R,none,moderate
"Between Two Ferns: The Movie",2019,6.1,29180,"Comedy",82,film,TV-MA,mild,mild
"Beverly Hills Cop",1984,7.3,174607,"Action, Comedy, Crime",105,film,R,moderate,moderate
"Beverly Hills, 90210",2006,6.4,32848,"Drama, Romance",44,series,TV-PG,mild,mild
"Bewitched",2007,7.6,19620,"Comedy, Family, Fantasy",25,series,TV-G,none,mild
"Bhoot Police",2021,7,22924,"Comedy, Horror",129,film,unknown,no rate,no rate
"Bhramam",2021,6,932,"Crime, Thriller",152,film,unknown,no rate,no rate
"Big",1988,7.3,208676,"Comedy, Drama, Fantasy",104,film,PG,mild,mild
"Big Daddy",1999,6.4,207656,"Comedy, Drama",93,film,PG-13,mild,mild
"Big Eyes",2014,7,89585,"Biography, Crime, Drama",106,film,PG-13,none,mild
"Big Fish",2003,8,428053,"Adventure, Drama, Fantasy",125,film,PG-13,mild,mild
"Big Hero 6",2014,7.8,430849,"Animation, Action, Adventure",102,film,PG,none,mild
"Big Jake",1971,7.1,12260,"Western",110,film,PG-13,none,moderate
"Big Little Lies",2015,8.5,174523,"Crime, Drama, Mystery",60,series,TV-MA,moderate,moderate
"Big Love",2007,7.6,20898,"Drama",60,series,TV-MA,moderate,moderate
"Big Mouth",1986,7.9,63265,"Animation, Comedy, Romance",30,series,TV-MA,severe,mild
"Big Night",1996,7.3,19084,"Drama, Romance",109,film,R,none,none
"Big Shot",2006,7.5,3228,"Comedy, Drama, Sport",0,series,TV-PG,mild,none
"Big Sky",2021,6.8,11483,"Crime, Drama, Mystery",60,series,TV-14,mild,moderate
"Big Trouble in Little China",1986,7.3,131632,"Action, Adventure, Comedy",99,film,PG-13,mild,moderate
"Bill & Ted Face the Music",2020,6,40803,"Adventure, Comedy, Music",91,film,PG-13,none,mild
"Bill & Ted's Excellent Adventure",1989,7,125109,"Adventure, Comedy, Music",90,film,PG,mild,mild
"Billions",2021,8.4,80562,"Drama",60,series,TV-MA,moderate,none
"Billy Elliot",2000,7.7,130745,"Drama, Music",110,film,R,mild,mild
"Billy Madison",1995,6.4,137425,"Comedy",89,film,PG-13,mild,mild
"Bimilui Soop",2021,8.5,6769,"Crime, Drama, Mystery",60,series,TV-14,none,mild
"Bingo Hell",2021,4.3,1139,"Comedy, Fantasy, Horror",85,film,unknown,none,moderate
"Binsenjo",2013,8.5,10279,"Comedy, Crime, Romance",80,series,unknown,none,severe
"Bir Zamanlar Çukurova",1988,5.5,885,"Drama",120,series,unknown,no rate,no rate
"Bird Box",2018,6.6,305699,"Horror, Sci-Fi",124,film,R,mild,severe
"Birdman or (The Unexpected Virtue of Ignorance)",2014,7.7,602537,"Comedy, Drama",119,film,R,moderate,mild
"Birds of Paradise",2021,5.8,1224,"Drama",113,film,R,mild,mild
"Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn",2020,6.1,210807,"Action, Adventure, Comedy",109,film,R,mild,severe
"Bite",2015,4.9,4799,"Horror",88,film,unknown,moderate,severe
"BlacKkKlansman",2018,7.5,242656,"Biography, Comedy, Crime",135,film,R,mild,moderate
"Black Adam",2022,0,0,"Action, Fantasy, Sci-Fi",0,film,unknown,no rate,no rate
"Black Christmas",1974,7.2,36911,"Horror, Mystery, Thriller",98,film,R,mild,moderate
"Black Clover",2021,8.3,14859,"Animation, Action, Adventure",24,series,TV-PG,mild,moderate
"Black Hawk Down",2001,7.7,378137,"Drama, History, War",144,film,R,none,severe
"Black Lightning",1964,6.1,23938,"Action, Drama, Sci-Fi",43,series,TV-14,mild,moderate
"Black Mafia Family",2022,6.8,930,"Biography, Crime, Drama",0,series,unknown,no rate,no rate
"Black Mass",2015,6.9,173819,"Biography, Crime, Drama",123,film,R,mild,severe
"Black Mirror",2021,8.8,482062,"Drama, Sci-Fi, Thriller",60,series,TV-MA,severe,severe
"Black Monday",2007,7.5,5309,"Comedy",582,series,TV-MA,moderate,mild
"Black Panther",2018,7.3,680014,"Action, Adventure, Sci-Fi",134,film,PG-13,none,moderate
"Black Panther: Wakanda Forever",2022,0,0,"Action, Adventure, Drama",0,film,unknown,no rate,no rate
"Black Sails",2000,8.2,98066,"Adventure, Drama",56,series,TV-MA,severe,severe
"Black Snake Moan",2006,6.9,62539,"Drama, Music",116,film,R,moderate,moderate
"Black Summer",2021,6.5,26715,"Action, Drama, Horror",40,series,TV-MA,mild,moderate
"Black Sunday",1977,6.8,7515,"Adventure, Crime, Drama",143,film,R,none,severe
"Black Swan",2010,8,725939,"Drama, Thriller",108,film,R,severe,severe
"Black Widow",2021,6.8,246603,"Action, Adventure, Sci-Fi",134,film,PG-13,none,moderate
"Black and Blue",2019,6.4,20172,"Action, Crime, Thriller",108,film,R,none,moderate
"Black as Night",2021,3.9,1087,"Drama, Horror, Thriller",87,film,unknown,none,mild
"Black-ish",1964,7.1,21354,"Comedy",22,series,TV-PG,mild,mild
"Blackhat",2015,5.4,56909,"Action, Crime, Thriller",133,film,R,mild,moderate
"Blade",1998,7.1,257516,"Action, Horror, Sci-Fi",120,film,R,mild,severe
"Blade II",2002,6.7,208016,"Action, Horror, Sci-Fi",117,film,R,mild,severe
"Blade Runner",1982,8.1,724347,"Action, Sci-Fi, Thriller",117,film,R,moderate,moderate
"Blade Runner 2049",2017,8,502751,"Action, Drama, Mystery",164,film,R,moderate,moderate
"Blade Runner: Black Lotus",2019,0,0,"Animation, Action, Crime",0,series,unknown,no rate,no rate
"Blade: Trinity",2004,5.8,171030,"Action, Horror, Sci-Fi",113,film,R,mild,severe
"Blades of Glory",2007,6.3,163246,"Comedy, Sport",93,film,PG-13,moderate,mild
"Blair Witch",2016,5,43679,"Horror, Mystery, Thriller",89,film,R,none,moderate
"Blake's 7",1994,8,3625,"Adventure, Drama, Sci-Fi",50,series,unknown,no rate,no rate
"Blast from the Past",1999,6.6,62518,"Comedy, Drama, Romance",112,film,PG-13,mild,none
"Blazing Saddles",1974,7.7,131978,"Comedy, Western",93,film,R,mild,mild
"Bleach: Burîchi",1984,8.1,47971,"Animation, Action, Adventure",24,series,TV-14,mild,severe
"Blended",2014,6.5,125857,"Comedy, Romance",117,film,PG-13,mild,none
"Blindspot",1993,7.4,69852,"Action, Crime, Drama",42,series,TV-14,mild,moderate
"Blindspotting",2020,5.9,965,"Comedy, Crime, Drama",30,series,TV-MA,moderate,none
"Bliss",2021,5.4,15550,"Drama, Romance, Sci-Fi",103,film,R,mild,moderate
"Blithe Spirit",2020,5.4,4952,"Comedy, Fantasy, Romance",99,film,PG-13,mild,mild
"Blockers",2018,6.2,75714,"Comedy",102,film,R,severe,mild
"Blonde",2022,0,0,"Biography, Drama, Romance",0,film,unknown,no rate,no rate
"Blood & Water",1996,6.5,2610,"Drama, Mystery",53,series,TV-MA,moderate,none
"Blood Diamond",2006,8,520730,"Adventure, Drama, Thriller",143,film,R,mild,severe
"Blood Red Sky",2021,6.1,38932,"Action, Horror, Thriller",121,film,TV-MA,none,severe
"Bloodline",2004,7.9,47445,"Drama, Thriller",60,series,TV-MA,moderate,moderate
"Bloodshot",2020,5.7,69832,"Action, Drama, Sci-Fi",109,film,PG-13,mild,moderate
"Bloodsport",1988,6.8,80929,"Action, Biography, Drama",92,film,R,mild,moderate
"Bloody Hell",2020,6.6,4760,"Action, Comedy, Horror",93,film,R,none,moderate
"Blossom",1997,6.1,7592,"Comedy, Drama, Family",30,series,TV-PG,mild,none
"Blow",2001,7.6,248805,"Biography, Crime, Drama",124,film,R,mild,moderate
"Blue Bayou",2021,7.1,1833,"Drama",117,film,R,no rate,moderate
"Blue Bloods",2021,7.6,35262,"Crime, Drama, Mystery",43,series,TV-14,none,moderate
"Blue Heelers",2019,6.9,1177,"Action, Crime, Drama",60,series,TV-14,moderate,mild
"Blue Lagoon: The Awakening",2012,5.5,14299,"Drama, Romance",85,film,TV-14,mild,mild
"Blue Mountain State",2022,8.3,50584,"Comedy, Sport",22,series,TV-MA,moderate,mild
"Blue Murder",1976,7.2,1332,"Crime, Drama, Mystery",138,series,unknown,no rate,no rate
"Blue Valentine",2010,7.3,190897,"Drama, Romance",112,film,R,severe,moderate
"Blue Velvet",1986,7.7,189693,"Drama, Mystery, Thriller",120,film,R,severe,severe
"Blue's Clues",1988,6.9,5420,"Animation, Comedy, Family",25,series,TV-Y,none,none
